DQAID,WID,TSN,T7_1,T7_2,T7_3,T7_4,T7_5,T7_6,T7_7,T7_8,T7_9,T7_10,T7_11,LAST SYNC DATE
3217686461,10052272,1,5,1,1,4,1,1,3,15,2,2,2,23/12/2017,
3217067847,10070014,1,5,1,1,4,2,1,1,1,2,2,2,09/04/2019,
3217257951,10071795,1,4,1,1,5,1,1,1,4,2,2,2,09/04/2019,
3217070342,10053888,1,5,1,1,4,2,1,1,4,2,2,2,09/04/2019,
3217516294,10071054,1,4,1,1,4,1,1,3,13,2,2,2,23/04/2019,
3217374170,10048190,1,6,1,1,1,2,1,3,8,2,2,2,04/01/2019,
3217685288,10071437,1,5,1,1,4,1,1,1,1,2,,,07/04/2019,
3217896683,10048173,1,6,1,1,4,2,2,1,4,2,2,2,23/12/2017,
3217158241,10068751,1,5,1,1,2,1,1,3,13,2,2,2,16/04/2019,
3217709696,10073102,1,3,1,1,5,1,1,3,21,2,,,17/02/2019,
3217099994,10070743,1,4,1,1,7,2,1,1,6,2,2,2,30/03/2019,
3216359452,10049705,1,4,1,1,4,1,1,1,3,2,2,2,28/02/2019,
3216360686,10049050,1,5,1,1,1,2,1,1,3,2,2,2,23/12/2017,
3216360749,10055975,1,2,1,1,2,2,1,1,4,2,2,2,20/09/2018,
3216364260,10081744,1,2,1,1,9,1,6,1,5,2,1,1,13/04/2019,
3216368430,10072688,1,5,1,1,4,2,1,1,3,2,2,2,07/04/2019,
3216369376,10072098,1,5,1,2,4,2,1,1,1,1,2,2,31/01/2019,
3217662049,10072296,1,1,1,1,9,1,6,3,21,2,1,1,17/04/2019,
3217665212,10074768,1,2,1,1,,1,1,3,21,2,,,21/03/2019,
3216758490,10047773,2,5,1,1,3,1,1,1,3,2,2,2,10/07/2018,
3216760685,10057192,1,4,1,1,2,2,2,3,15,1,2,2,23/12/2017,
3216761471,10074282,1,5,1,1,4,1,1,1,2,2,2,2,04/01/2019,
3216770122,10071852,1,1,1,1,2,1,2,1,3,2,2,2,08/03/2019,
3216752612,10047480,1,6,1,1,4,2,1,3,16,2,2,2,23/12/2017,
3217209941,10055050,1,5,1,1,4,1,1,3,29,2,2,2,23/12/2017,
3217530899,10050485,1,6,1,1,4,2,1,3,8,2,2,2,16/02/2018,
3217851053,10067902,1,3,1,1,6,1,6,3,21,2,1,2,23/04/2019,
3216102610,10045301,1,2,1,1,4,2,2,3,21,2,,,14/06/2018,
3216110939,10062915,1,5,1,1,5,2,1,1,6,2,2,2,27/04/2018,
3217689198,10056457,1,5,1,1,4,2,1,1,3,1,2,2,23/12/2017,
3216139446,10059333,1,2,1,1,10,1,4,1,2,2,1,2,02/05/2018,
3217311411,10056803,1,5,1,1,4,2,1,1,5,1,2,2,23/07/2018,
3216148721,10051553,1,4,1,1,4,2,1,3,11,2,2,2,01/04/2019,
3216156684,10049342,1,5,1,1,5,1,1,1,5,2,2,2,28/08/2018,
3217637125,10063230,1,5,1,1,5,2,1,3,21,2,2,2,07/03/2019,
3216383675,10052662,1,6,1,1,5,1,1,3,13,1,2,2,26/04/2019,
3217775412,10061175,1,2,1,1,,1,1,1,5,2,2,2,16/04/2019,
3217621185,10062977,1,5,1,1,4,2,6,3,21,2,2,2,04/05/2018,
3217895136,10048656,1,4,1,1,4,2,1,1,3,2,2,2,18/08/2018,
3217753525,10054564,1,5,1,1,4,2,1,1,3,1,2,2,18/09/2018,
3217489814,10048690,1,2,1,1,9,2,6,3,15,2,2,2,02/05/2018,
3217388039,10048677,1,3,1,1,1,2,6,1,3,2,2,2,18/07/2018,
3217660575,10054059,1,5,1,1,4,2,1,1,3,1,2,2,23/02/2018,
3217011964,10055230,1,4,1,1,4,2,1,3,28,2,2,2,24/07/2018,
3217197776,10054555,1,4,1,1,4,1,1,3,28,2,2,2,02/07/2018,
3217889958,10064139,1,4,1,1,3,1,1,3,15,2,2,2,30/10/2018,
3217452016,10061361,1,5,1,1,1,1,1,3,15,2,2,2,14/04/2018,
3217313632,10065928,1,2,1,1,4,1,1,3,15,2,2,2,04/01/2019,
3217699326,10062769,1,,1,1,,2,1,3,15,2,,,19/06/2018,
3217658048,10064786,1,2,1,1,5,2,1,3,13,2,2,2,04/01/2019,
3217098324,10054472,1,4,1,1,4,1,1,3,28,2,2,2,23/12/2017,
3217557866,10054127,1,5,1,1,8,2,1,3,28,1,2,2,31/03/2019,
3216097823,10053759,1,5,1,1,8,1,1,3,14,2,2,2,02/03/2019,
3217810602,10076077,1,2,1,1,9,1,6,1,2,1,1,1,29/10/2018,
3217595194,10075564,1,6,1,1,6,2,1,1,3,2,2,2,12/04/2019,
3217299486,10055969,1,2,1,1,4,2,1,1,3,1,2,2,04/04/2019,
3217762984,10061482,1,4,1,1,4,1,1,3,15,2,2,2,12/01/2019,
3217455046,10081136,1,5,1,2,4,1,1,1,3,2,2,2,04/04/2019,
3217002920,10055962,1,3,1,1,4,2,1,1,3,2,2,2,15/03/2019,
3217295085,10055755,1,1,1,1,4,2,1,1,3,2,2,2,19/07/2018,
3217702978,10081129,1,3,1,1,4,2,1,1,3,2,2,2,13/03/2019,
3217319303,10064081,1,3,1,1,9,2,2,3,15,2,,,17/12/2018,
3217201107,10050423,1,5,1,1,4,1,1,1,5,2,2,2,23/12/2017,
3217493339,10053811,1,3,1,1,4,1,1,1,5,2,1,2,30/01/2018,
3216732684,10048603,1,6,1,1,1,1,1,3,40,2,2,2,11/04/2019,
3216732922,10052546,1,5,1,1,4,2,1,3,8,2,2,2,20/02/2019,
3217128929,10055206,1,6,1,1,5,1,2,3,8,2,2,2,26/02/2018,
3217333581,10052134,1,4,1,1,4,1,1,3,15,2,2,2,23/02/2018,
3217878165,10051494,1,5,1,1,4,1,1,3,29,2,2,2,14/02/2019,
3217065914,10055135,1,1,1,1,3,1,2,1,2,2,1,2,04/01/2019,
3217461159,10046796,1,2,1,1,4,2,1,1,6,2,,,06/03/2019,
3216417918,10053093,1,4,1,1,5,1,2,3,12,2,2,2,22/04/2019,
3216431573,10052104,1,4,1,1,4,1,1,3,12,2,2,2,26/02/2019,
3216456505,10060350,1,5,1,1,4,2,1,1,6,2,2,2,24/04/2019,
3216459218,10062989,1,3,1,1,9,2,6,3,13,2,,,04/09/2018,
3216465317,10052044,1,4,1,1,8,1,1,3,8,2,2,2,11/03/2019,
3216471898,10055405,1,5,1,1,4,2,3,1,1,2,2,2,26/09/2018,
3216473132,10046701,1,5,1,1,8,1,6,3,12,1,2,2,13/03/2018,
3216480167,10045128,1,2,1,1,4,2,1,3,21,2,2,,28/04/2018,
3217102015,10070851,1,3,1,1,4,2,1,1,2,2,2,2,06/03/2019,
3217829526,10070754,1,,1,1,9,2,1,1,6,2,1,,03/04/2019,
3216386107,10059354,1,5,1,1,5,1,6,1,2,2,1,1,30/05/2018,
3216390395,10048462,1,6,1,1,1,2,1,1,5,1,2,2,16/02/2018,
3216393730,10076041,1,4,1,1,4,2,1,1,4,2,,,29/10/2018,
3216394859,10071978,1,5,1,1,2,2,8,1,3,2,2,2,11/04/2019,
3216395134,10048650,1,5,1,1,4,1,1,1,3,2,2,2,29/03/2019,
3216389840,10048207,1,6,1,1,3,2,1,3,16,2,2,2,26/06/2018,
3117611407,10060997,1,3,1,1,3,1,1,3,26,2,2,2,05/05/2018,
3217627800,10082130,1,5,1,1,,2,1,1,5,1,,,22/04/2019,
3217942091,10048708,1,5,1,1,5,2,1,3,15,2,2,2,23/02/2018,
3217073307,10048715,1,5,1,1,4,2,1,3,15,1,2,2,06/04/2019,
3217279249,10054520,1,4,1,1,4,1,1,1,3,2,2,2,27/03/2018,
3217674886,10055491,1,4,1,1,4,1,2,3,13,2,2,2,08/04/2018,
3217977322,10063587,1,2,1,1,9,2,6,3,15,2,1,2,20/05/2018,
3217544253,10061500,1,5,1,1,4,1,1,3,15,2,2,2,11/08/2018,
3217480860,10063827,1,3,1,1,3,1,2,1,4,2,2,2,24/05/2018,
3217015308,10061485,1,6,1,1,1,1,1,1,5,2,2,2,21/06/2018,
3217425528,10064622,1,6,1,1,4,1,1,1,3,2,2,2,30/08/2018,
3217175131,10073354,1,5,1,1,10,2,6,3,11,2,1,2,21/04/2019,
3217842766,10048227,1,4,1,1,9,1,6,1,4,2,1,2,04/01/2019,
3217312745,10066065,1,3,1,1,9,2,6,3,8,2,2,2,19/01/2019,
3217656779,10050401,1,4,1,1,4,1,1,3,16,2,2,2,23/12/2017,
3217998327,10063242,1,6,1,1,5,2,1,3,12,2,2,2,10/03/2019,
3217241698,10051247,1,5,1,1,4,1,1,1,5,2,2,2,23/12/2017,
3217627109,10050300,1,2,1,1,4,1,1,1,3,1,2,2,23/12/2017,
3217204901,10061418,1,2,1,1,1,1,1,3,15,2,2,2,31/05/2018,
3217827563,10050216,1,6,1,1,5,1,1,3,8,1,2,2,15/02/2019,
3217715021,10049378,1,6,1,1,5,1,1,3,36,1,2,2,04/01/2019,
3217611057,10049468,1,4,1,1,9,1,6,1,5,2,2,2,02/05/2018,
3217524282,10048737,1,5,1,1,8,2,1,1,3,1,2,2,28/01/2019,
3217461911,10049391,1,6,1,1,5,1,1,1,3,1,2,2,23/12/2017,
3217647174,10060222,1,,1,1,,2,1,3,26,2,,,24/04/2018,
3217476701,10072643,1,5,1,1,2,2,1,3,13,2,2,2,11/03/2019,
3217393083,10048658,1,5,1,1,5,2,1,1,5,1,2,2,15/03/2019,
3217654955,10060108,2,4,1,1,9,1,2,3,21,2,1,2,18/05/2018,
3217049159,10059812,1,6,1,1,7,1,1,1,3,1,2,2,02/12/2018,
3217807887,10050429,1,4,1,1,4,1,1,3,16,2,2,2,15/02/2018,
3217730010,10063500,1,3,1,1,9,1,6,3,13,2,2,2,27/03/2019,
3217998327,10063242,2,2,1,1,9,2,2,3,12,2,2,2,10/03/2019,
3217647736,10051288,1,5,1,1,4,1,1,3,12,2,2,2,23/12/2017,
3217649193,10063757,1,3,1,1,10,2,6,1,5,2,,,25/03/2019,
3217561782,10064677,1,5,1,1,4,1,1,3,,2,1,2,01/03/2019,
3216713460,10081341,1,5,1,1,2,2,1,1,4,2,2,2,22/03/2019,
3216718437,10073527,1,4,1,2,2,2,1,1,4,2,,,11/11/2018,
3216720057,10082234,1,5,1,1,4,1,1,3,11,2,2,2,12/04/2019,
3216729210,10057034,1,3,1,1,2,2,1,3,13,1,2,2,23/12/2017,
3216700117,10062863,1,6,1,1,5,1,6,1,1,2,1,,25/04/2018,
3216398807,10052159,1,5,1,1,2,1,1,1,3,2,2,2,24/01/2019,
3216398807,10052159,2,5,1,1,4,1,1,1,3,2,2,2,24/01/2019,
3216716791,10058814,1,4,1,1,5,1,1,1,2,2,2,2,24/04/2019,
3216727808,10054025,1,5,1,1,5,2,1,3,11,2,2,2,13/12/2018,
3216412802,10046642,1,2,1,1,9,1,6,3,16,2,1,2,23/04/2019,
3217629696,10051891,1,4,1,1,4,1,1,3,15,2,2,2,16/05/2017,
3217973917,10065139,1,4,1,2,2,2,1,3,8,1,2,2,26/03/2019,
3217940714,10062782,1,6,1,1,2,1,1,1,2,2,2,2,04/01/2019,
3217847823,10062933,1,3,1,1,9,1,6,1,5,2,2,2,03/05/2018,
3217707934,10048440,1,5,1,1,1,2,1,1,3,1,2,2,23/02/2018,
3216414771,10061490,1,5,1,1,5,1,1,3,13,2,2,2,27/03/2019,
3216415074,10083101,1,2,1,1,9,1,2,1,2,2,2,2,26/04/2019,
3216416128,10048276,1,4,1,1,9,1,6,3,15,2,2,2,02/05/2018,
3216418169,10047586,1,5,1,1,8,2,1,3,16,2,2,2,20/07/2018,
3216418318,10059192,1,,1,1,,2,1,3,13,2,,,23/12/2017,
3216678794,10073019,1,6,1,1,5,2,1,1,4,2,2,2,04/10/2018,
3217116719,10051438,1,6,1,1,4,2,1,3,8,2,2,2,19/02/2018,
3217733392,10051501,1,6,1,1,4,2,1,1,3,2,2,2,23/12/2017,
3217584060,10068700,1,5,1,1,4,1,1,3,24,2,2,2,05/04/2019,
3217038203,10070654,2,6,1,1,3,2,1,1,3,2,2,2,01/04/2019,
3217038203,10070654,1,6,1,1,3,2,1,3,8,2,2,2,01/04/2019,
3217733860,10060960,1,5,1,1,4,1,1,3,8,2,2,2,14/02/2019,
3217744527,10070624,1,3,1,1,9,1,6,3,8,2,2,2,09/02/2019,
3216557496,10058445,1,5,1,1,4,2,1,1,2,2,2,2,28/12/2018,
3216420211,10049086,1,4,1,1,1,2,1,1,1,1,2,2,23/12/2017,
3217129308,10068781,1,4,1,1,9,1,3,1,6,1,,,24/03/2019,
3216703438,10052439,1,5,1,1,1,2,1,1,5,2,2,2,09/03/2019,
3217583787,10050667,1,4,1,1,2,2,1,1,3,1,2,2,25/01/2019,
3217241626,10069909,1,4,1,1,4,2,1,3,8,2,2,2,01/09/2018,
3216722443,10050389,1,2,1,1,5,1,2,1,6,2,1,2,17/11/2018,
3216722724,10059431,1,6,1,1,4,1,1,1,3,2,2,2,12/03/2019,
3217777061,10064649,1,2,1,1,9,1,2,3,24,2,,2,09/01/2019,
3217249684,10049661,1,5,1,1,9,1,6,1,3,2,2,2,09/04/2019,
3216448379,10050360,1,3,1,1,1,2,1,1,3,2,2,2,23/12/2017,
3217143661,10063026,1,,1,1,,2,2,3,21,2,,,23/03/2019,
3217032348,10056444,1,6,1,1,5,1,1,3,24,2,2,2,25/01/2019,
3217120769,10055606,1,6,1,1,5,1,6,1,4,2,2,2,30/01/2019,
3217561383,10049975,1,4,1,1,6,2,1,3,12,1,2,2,04/01/2019,
3217844757,10068220,1,5,1,1,4,1,1,1,1,2,2,2,16/02/2019,
3217489565,10056912,1,4,1,1,4,1,2,3,18,2,1,1,08/03/2019,
3217202373,10056574,1,4,1,1,5,1,6,1,5,2,2,2,18/09/2018,
3217822173,10068991,2,3,1,1,11,1,6,3,13,2,1,2,11/03/2019,
3216677186,10052151,1,5,1,1,5,1,1,3,8,2,2,2,20/03/2018,
3216672073,10052358,1,3,1,1,4,2,1,3,11,2,2,2,21/05/2018,
3216672320,10071597,1,2,1,1,2,1,1,1,3,2,2,2,14/03/2019,
3216676677,10056341,1,3,1,1,4,2,1,1,3,2,2,2,05/04/2019,
3216504827,10067835,1,,1,1,5,2,6,1,1,2,,,13/02/2019,
3216511021,10062929,1,4,1,1,2,2,1,1,2,1,2,2,14/06/2018,
3216696748,10072186,1,5,1,1,5,2,1,1,3,2,2,2,11/04/2019,
3216697354,10047010,1,5,1,1,4,1,1,1,3,2,2,2,05/05/2018,
3216699590,10052323,1,5,1,1,4,2,1,3,8,2,2,2,17/11/2018,
3117938240,10059324,1,3,1,1,,2,3,3,26,2,,,02/03/2019,
3117940167,10060209,1,,1,1,,2,2,3,13,2,,,27/08/2018,
3216990443,10081716,1,6,1,1,2,2,1,3,15,2,2,2,31/03/2019,
3217621350,10060420,1,6,1,1,5,2,1,1,3,1,2,2,11/12/2018,
3217713314,10068559,1,3,1,1,4,2,1,1,3,1,2,2,19/04/2019,
3217012209,10048384,1,6,1,1,1,2,1,1,3,1,2,2,01/03/2019,
3216614537,10048598,1,5,1,1,1,1,1,3,40,2,2,2,11/04/2019,
3216627705,10073242,1,1,1,1,9,2,6,1,5,2,1,2,17/11/2018,
3216645946,10054121,1,4,1,1,5,2,1,1,4,2,2,,23/12/2017,
3216656879,10052298,1,3,1,1,4,1,1,1,4,2,2,2,10/04/2018,
3216658047,10058949,1,1,1,1,9,1,6,1,2,2,2,2,02/05/2018,
3216661252,10058943,1,,,1,,2,,3,14,2,,,06/07/2018,
3216662149,10048798,1,3,1,1,4,2,1,3,11,1,2,2,29/12/2017,
3216675206,10052383,1,3,1,1,5,1,6,1,4,2,2,2,18/02/2019,
3216681911,10051959,1,4,1,1,10,1,6,3,14,2,2,2,02/05/2018,
3216458774,10050255,1,4,1,1,5,2,2,1,4,2,2,2,12/03/2018,
3216459310,10072303,1,2,1,1,9,1,6,1,3,2,2,2,14/04/2019,
3216647297,10076024,1,4,1,1,4,2,1,1,3,2,,,10/04/2019,
3216677468,10048652,1,5,1,1,4,2,1,1,3,2,2,2,07/03/2019,
3216649569,10072338,1,5,1,1,4,2,1,1,1,1,2,2,28/09/2018,
3216653948,10047812,1,4,1,1,6,2,1,1,3,2,2,2,12/04/2019,
3216654372,10050359,1,5,1,1,4,2,1,1,7,2,2,2,04/04/2019,
3216669719,10046868,1,6,1,1,1,2,1,1,3,2,2,2,19/11/2018,
3216684074,10083193,1,4,1,1,5,2,6,1,2,2,1,2,28/04/2019,
3216651335,10049704,1,3,1,1,1,2,1,1,2,2,2,2,30/10/2018,
3216664586,10048926,1,6,1,1,3,2,1,3,16,2,2,2,17/04/2018,
3217506644,10070713,1,6,1,1,4,1,1,3,8,2,2,2,09/02/2019,
3217798811,10070718,1,6,1,1,4,1,1,3,8,2,2,2,20/03/2019,
3217590660,10074114,1,6,1,1,4,2,1,3,8,2,2,2,29/03/2019,
3216737947,10050335,1,5,1,1,10,1,6,3,11,2,2,2,04/03/2019,
3217350900,10051488,1,5,1,1,4,1,1,3,15,2,2,2,12/02/2018,
3216429316,10058146,1,6,1,1,4,2,1,1,3,2,2,2,09/04/2019,
3216429335,10059921,1,5,1,1,4,2,1,3,11,2,2,2,22/02/2018,
3216430886,10058193,1,5,1,1,1,2,1,1,4,1,2,2,19/02/2019,
3216433311,10082757,1,4,1,2,3,2,1,1,4,2,2,2,22/04/2019,
3216441021,10060493,1,4,1,1,5,1,6,1,3,2,2,2,20/04/2018,
3216723345,10058481,1,5,1,1,5,1,2,1,3,2,2,2,18/02/2019,
3217343332,10050551,1,4,1,1,4,2,1,3,29,2,2,2,23/12/2017,
3217700895,10050765,1,3,1,1,4,2,1,3,29,2,2,,22/02/2018,
3217859157,10051461,1,4,1,1,4,2,1,1,3,2,2,2,23/12/2017,
3217411653,10051462,1,6,1,1,4,2,1,3,29,2,2,2,23/12/2017,
3217170225,10053009,1,5,1,1,4,2,1,3,29,2,2,2,23/12/2017,
3217769902,10053305,1,5,1,1,4,2,1,1,3,2,2,2,23/12/2017,
3217176052,10052815,1,5,1,1,5,1,2,3,29,2,2,2,23/12/2017,
3217392074,10054002,1,5,1,1,4,2,2,3,29,2,2,2,08/03/2018,
3217212908,10054805,1,4,1,1,2,2,1,1,3,2,2,2,28/05/2018,
3217427423,10051490,1,5,1,1,4,2,2,3,29,2,2,2,20/04/2019,
3217748333,10053047,1,5,1,1,4,2,1,3,29,2,2,2,24/02/2019,
3216442702,10058343,1,,,1,,2,,1,4,2,,,23/12/2017,
3216443356,10057348,1,4,1,1,4,1,1,3,13,2,2,2,23/04/2019,
3216445408,10071141,1,6,1,1,4,1,1,1,3,2,2,2,13/04/2019,
3216445544,10076237,1,4,1,1,4,1,6,1,2,2,2,2,24/04/2019,
3217140556,10058734,1,5,1,1,6,2,1,3,26,2,2,,16/05/2018,
3217142705,10063046,1,5,1,1,4,2,1,1,5,2,2,2,10/04/2019,
3217144538,10060616,1,,1,1,,2,1,3,21,2,,,04/01/2019,
3216607506,10049131,1,6,1,1,4,1,1,3,15,2,2,2,11/04/2019,
3216608381,10047542,1,2,1,1,5,1,6,1,5,2,1,1,09/02/2018,
3216608392,10056139,1,6,1,1,4,1,3,3,8,2,2,2,13/03/2019,
3216604818,10058180,1,6,1,1,4,1,1,1,4,2,2,2,09/04/2019,
3217147430,10060709,1,6,1,1,4,1,2,3,21,2,,2,13/04/2019,
3217972728,10070056,1,2,1,1,9,1,6,1,2,2,2,2,17/03/2019,
3216611173,10052441,1,6,1,1,1,2,6,1,3,2,2,2,10/04/2019,
3216611282,10048028,1,6,1,1,3,1,1,1,3,2,2,2,01/03/2018,
3216453151,10072086,1,5,1,2,4,2,1,1,3,1,2,2,28/01/2019,
3217046025,10048439,1,4,1,1,4,1,1,3,13,2,2,2,29/03/2019,
3217209126,10050690,1,4,1,1,1,2,1,3,13,2,2,2,12/04/2019,
3217137383,10053995,1,5,1,1,1,2,1,3,8,2,2,2,23/10/2018,
3217609088,10068834,1,5,1,1,4,2,1,3,13,2,2,2,04/01/2019,
3217401920,10073167,1,6,1,1,5,1,1,3,21,2,,,04/01/2019,
3216929984,10051001,1,5,1,1,4,1,1,3,12,2,2,2,29/03/2019,
3216933232,10058175,1,4,1,1,5,2,1,3,8,2,2,2,28/12/2018,
3216596833,10082313,1,5,1,1,3,1,1,3,8,2,2,2,14/04/2019,
3217847034,10078408,1,3,1,1,5,2,1,1,3,1,2,2,06/03/2019,
3217822173,10068991,1,5,1,1,4,1,1,3,13,2,1,2,16/08/2018,
3217108294,10048432,1,5,1,1,4,2,1,3,12,2,2,2,27/04/2019,
3217308965,10050699,1,2,1,1,5,1,6,3,13,2,2,2,04/01/2019,
3217279175,10069123,1,2,1,1,5,1,6,3,13,2,2,2,03/03/2019,
3217728794,10058858,1,4,1,1,4,1,1,3,13,2,1,2,04/01/2019,
3217524576,10054623,1,5,1,1,4,2,1,1,1,2,2,2,06/03/2019,
3217411799,10048814,1,4,1,1,4,2,1,1,3,2,2,2,23/12/2017,
3217807336,10050921,1,6,1,2,1,2,1,3,13,2,2,2,23/12/2017,
3217432956,10054866,1,5,1,1,3,2,1,1,3,2,2,2,23/12/2017,
3217225947,10081650,1,4,1,1,1,2,1,1,1,2,2,1,09/04/2019,
3217557032,10070476,1,4,1,1,1,2,1,3,11,2,2,2,04/01/2019,
3217642101,10054923,1,5,1,1,9,1,6,1,1,2,1,2,02/05/2018,
3217085828,10054296,1,5,1,1,4,2,1,1,3,2,2,2,06/03/2019,
3217590567,10054815,1,5,1,1,4,2,1,1,3,2,2,2,29/08/2017,
3217451830,10058406,1,3,1,2,5,1,1,1,1,2,2,2,04/04/2019,
3217348340,10055113,1,4,1,1,4,1,1,3,11,2,2,2,01/03/2019,
3217958768,10052751,1,6,1,1,4,2,1,1,2,2,2,2,11/04/2019,
3217008155,10068161,1,5,1,1,5,1,1,1,2,2,2,2,05/08/2018,
3217048727,10053990,1,5,1,1,4,2,1,1,5,2,2,2,25/03/2019,
3217865086,10068817,1,5,1,1,4,1,1,1,3,2,2,2,27/03/2019,
3216940636,10072328,1,5,1,2,4,2,1,1,1,1,2,2,28/09/2018,
3217363935,10046041,1,4,1,1,9,2,1,3,21,2,,,08/03/2019,
3216944140,10056367,1,6,1,1,4,2,1,1,3,2,2,2,05/06/2018,
3217156551,10052743,1,5,1,1,1,2,1,1,2,2,2,2,23/12/2017,
3217524815,10054901,1,5,1,1,4,2,1,3,13,2,2,2,23/12/2017,
3217150513,10051542,1,5,1,1,4,2,1,1,1,2,2,1,04/04/2019,
3216940595,10052440,1,2,1,1,9,1,6,1,3,2,1,2,04/04/2019,
3216958698,10057151,1,3,1,1,5,2,1,3,8,2,2,2,23/12/2017,
3216968483,10052202,1,4,1,1,2,2,6,3,8,2,2,2,23/12/2017,
3216969184,10052548,1,6,1,1,4,2,1,3,18,2,2,2,27/02/2019,
3216973043,10075447,1,6,1,1,5,2,1,1,4,2,2,2,24/10/2018,
3216975142,10048102,1,6,1,1,4,2,1,3,15,2,2,2,24/04/2018,
3217848007,10069172,1,5,1,1,5,1,1,1,1,2,2,2,22/12/2018,
3217384248,10067995,1,5,1,1,4,1,2,1,5,1,,,03/08/2018,
3216972772,10049809,1,5,1,1,5,2,1,1,3,1,2,2,23/12/2017,
3217669509,10061394,1,3,1,1,4,1,2,1,5,2,1,2,20/02/2019,
3217777669,10053612,1,5,1,1,4,2,1,1,4,2,2,2,11/04/2019,
3217395651,10064847,1,,1,1,4,2,1,3,26,2,1,1,05/03/2019,
3217395931,10047378,1,4,1,1,6,2,1,3,26,2,2,2,23/12/2017,
3217056734,10050135,1,5,1,1,4,2,1,1,2,2,2,2,23/12/2017,
3217861365,10050935,1,5,1,1,2,2,1,1,3,2,2,2,08/04/2018,
3217734126,10051383,1,5,1,1,4,1,1,1,5,2,2,2,05/04/2019,
3217452473,10056437,1,6,1,1,5,2,6,1,4,1,1,1,23/12/2017,
3217183031,10056451,1,6,1,1,4,2,1,1,2,1,1,1,23/12/2017,
3217721240,10056593,1,6,1,1,5,2,1,1,5,1,1,2,04/01/2019,
3217204504,10047165,1,6,1,1,4,2,1,3,13,2,2,2,17/04/2019,
3217634256,10054875,1,6,1,1,4,2,1,2,,2,2,2,07/04/2019,
3216619558,10054200,1,2,1,1,9,2,6,1,5,2,2,2,02/05/2018,
3216556904,10059343,1,6,1,1,4,1,1,3,13,2,2,2,24/03/2018,
3216557237,10048270,1,6,1,1,4,1,1,1,3,2,2,2,28/01/2019,
3216558461,10059186,1,5,1,1,5,1,6,1,2,2,2,2,23/12/2017,
3216571446,10059891,1,1,1,1,4,1,2,1,3,2,2,,14/01/2019,
3216577808,10071312,1,5,1,1,4,2,1,1,1,2,2,2,05/04/2019,
3216581427,10059916,1,6,1,1,2,2,1,3,13,2,2,2,20/11/2018,
3216593995,10061235,1,5,1,2,4,1,1,3,8,2,2,2,21/05/2018,
3216530598,10072146,1,5,1,1,2,2,1,1,3,2,2,2,27/09/2018,
3216531312,10071208,1,4,1,1,5,1,6,1,2,2,1,2,04/01/2019,
3216536211,10081876,1,5,1,1,2,1,1,3,13,2,2,2,15/04/2019,
3216537776,10055770,1,6,1,1,5,2,1,1,3,2,2,2,12/03/2019,
3216540243,10072237,1,5,1,1,2,2,1,3,11,2,2,2,26/03/2019,
3216543513,10060024,1,5,1,1,1,2,1,1,3,2,2,2,31/01/2019,
3216550694,10050070,1,4,1,1,4,1,1,3,27,2,,,05/06/2018,
3217051273,10049149,1,1,1,1,9,1,6,3,40,1,1,2,24/01/2019,
3217810204,10056386,1,5,1,1,4,2,1,1,2,2,2,2,04/03/2019,
3217096608,10056416,1,5,1,1,4,2,1,1,5,2,2,2,07/04/2018,
3217150389,10048358,1,5,1,1,4,2,1,1,4,2,2,1,09/04/2019,
3217322147,10057725,1,6,1,1,4,1,1,1,1,2,2,2,04/04/2019,
3216908438,10057446,1,6,1,1,1,1,1,3,8,2,2,2,26/04/2019,
3217134563,10070452,1,5,1,1,4,2,1,3,14,2,2,2,08/02/2019,
3217472590,10056077,1,2,1,1,9,1,6,3,13,2,1,2,02/05/2018,
3217033654,10057801,1,5,1,1,4,2,1,3,13,2,2,2,27/09/2018,
3216946546,10050511,1,6,1,1,1,1,1,3,15,2,2,2,16/03/2019,
3216947110,10082665,1,5,1,1,2,1,1,1,2,2,2,2,20/04/2019,
3217230497,10055428,1,5,1,1,4,1,6,1,4,2,2,1,23/12/2017,
3217368053,10061283,1,1,1,1,,1,1,3,21,2,,,22/03/2019,
3217215723,10055306,1,5,1,1,4,2,1,3,13,2,2,2,28/05/2018,
3217390172,10071020,1,,1,1,,2,1,3,21,2,,,04/01/2019,
3216899890,10050506,1,5,1,1,5,2,1,1,3,2,2,2,23/12/2017,
3216896812,10057229,1,6,1,1,5,2,1,3,16,2,2,2,19/03/2019,
3216910417,10059903,1,5,1,1,4,1,1,3,25,2,2,2,02/02/2018,
3217065763,10055459,1,5,1,1,4,1,6,3,12,2,2,2,25/04/2019,
3216917361,10047770,1,5,1,1,4,1,1,1,3,2,2,2,23/12/2017,
3216919403,10073239,1,3,1,1,9,1,6,1,4,2,2,2,04/01/2019,
3217743418,10058199,1,5,1,1,2,1,1,3,14,2,2,2,09/04/2019,
3216577270,10059303,1,2,1,1,5,1,6,3,8,2,1,1,26/12/2017,
3216577390,10077292,1,5,1,1,4,1,1,3,12,2,2,2,04/01/2019,
3216605965,10046074,1,5,1,1,4,2,1,1,2,2,2,2,26/02/2019,
3216607992,10052969,1,4,1,1,4,2,6,3,43,2,,,17/07/2018,
3216610907,10046648,1,5,1,1,4,2,1,1,5,2,2,2,23/12/2017,
3216615973,10068154,1,5,1,1,9,1,6,3,13,2,1,2,18/02/2019,
3217113736,10051360,1,4,1,1,9,1,2,1,1,2,1,1,09/04/2019,
