DQAID,WID,TSN,T7_1,T7_2,T7_3,T7_4,T7_5,T7_6,T7_7,T7_8,T7_9,T7_10,T7_11,LAST SYNC DATE
3216636263,10064362,1,5,1,1,2,1,1,1,2,2,2,2,02/01/2019,
3315299749,10029290,1,2,1,1,8,1,1,3,8,2,,,08/02/2019,
3216358270,10060670,1,4,1,1,1,2,1,3,13,1,2,2,15/04/2018,
3315273748,10008834,1,6,1,1,4,1,1,3,19,2,2,2,10/02/2018,
3315598422,10007204,1,5,1,1,4,1,1,3,19,2,2,2,07/02/2018,
3315117626,10008174,1,3,1,1,5,2,1,3,19,2,2,2,01/02/2018,
3315044497,10016799,1,4,1,1,4,1,1,3,19,2,,,04/01/2018,
3315160836,10016667,1,4,1,1,4,1,1,1,6,2,2,2,29/03/2019,
3315501583,10020362,1,5,1,1,4,1,1,1,3,2,2,2,14/07/2018,
3315019878,10020368,1,2,1,1,9,1,6,1,3,2,2,2,03/05/2018,
3315250473,10020315,1,6,1,1,5,1,1,1,2,2,2,2,04/01/2018,
3315439241,10020348,1,4,1,1,5,1,6,1,3,2,2,2,16/05/2018,
3315507662,10020374,1,5,1,1,1,2,1,1,3,2,,,04/01/2019,
3315524779,10020373,1,5,1,1,1,2,2,1,3,2,2,,04/01/2018,
3315946610,10025084,1,5,1,1,1,2,1,1,2,2,2,2,08/04/2019,
3315507106,10024622,1,2,1,1,3,1,1,1,3,2,2,2,04/01/2018,
3315328978,10029596,1,5,1,1,4,1,1,1,3,2,2,2,14/02/2018,
3316146371,10035086,1,2,1,1,5,1,6,1,3,2,2,2,11/04/2019,
3315285525,10005831,1,2,1,1,12,2,6,3,11,2,2,,02/05/2018,
3315299843,10005688,1,6,1,1,4,2,1,3,11,2,1,1,03/01/2019,
3315400296,10025026,1,2,1,1,9,1,6,1,2,2,1,2,02/05/2018,
3315784957,10024264,1,5,1,1,5,1,1,3,14,2,2,2,10/04/2019,
3315249726,10026264,1,2,1,1,9,1,6,1,5,2,1,1,02/05/2018,
3315974822,10026022,1,5,1,1,3,1,1,1,2,2,2,2,25/03/2018,
3315876279,10026315,1,4,1,1,9,2,1,3,11,1,2,1,24/04/2019,
3315327316,10029699,1,2,1,1,9,1,6,3,11,2,2,2,18/04/2019,
3315007448,10029004,1,4,1,1,1,2,1,3,11,2,1,1,16/02/2018,
3315739543,10028688,1,6,1,1,4,2,1,1,5,2,2,2,04/01/2018,
3216216348,10030790,1,5,1,1,4,1,1,3,11,2,,,23/04/2018,
3218200764,10069595,1,6,1,1,5,2,1,3,11,2,2,2,28/08/2018,
3216022603,10034687,1,4,1,1,9,2,1,3,15,2,2,2,20/02/2019,
3216784610,10034811,1,5,1,1,4,1,6,3,22,2,2,2,07/11/2017,
3216018815,10033136,1,5,1,1,4,1,1,1,5,2,2,2,19/04/2019,
3216180571,10033163,1,5,1,1,4,1,1,2,,2,2,2,09/04/2019,
3315293071,10019216,1,2,1,1,9,1,6,3,26,2,1,2,05/12/2018,
3315950209,10004313,1,5,1,1,6,1,1,3,43,1,,,04/01/2018,
3315976106,10003150,1,5,1,1,5,1,1,3,18,1,2,2,16/01/2019,
3315967819,10001850,1,5,1,1,6,1,1,1,2,1,,,04/01/2018,
3315018195,10004535,1,5,1,1,5,1,1,3,40,1,,,10/10/2017,
3315375952,10031955,1,1,1,1,6,1,3,3,13,1,,,19/06/2018,
3315198268,10022915,1,3,1,1,3,1,2,3,27,2,,,20/03/2019,
3315490376,10022924,1,4,1,1,5,2,1,3,27,2,,,15/02/2018,
3315869039,10029689,1,5,1,1,4,2,1,3,27,2,,,21/01/2019,
3315718587,10029822,1,5,1,1,4,1,1,3,,2,,,01/06/2018,
3315707240,10030032,1,5,1,2,3,1,2,3,,2,,,09/03/2018,
3316147549,10034178,1,2,1,1,5,1,1,3,27,2,,,09/03/2018,
3216948387,10029910,1,6,1,1,2,1,1,3,18,2,1,2,18/03/2019,
3315238643,10024169,1,5,1,1,1,1,1,1,3,2,2,2,29/01/2019,
3315293280,10028916,1,5,1,1,4,2,1,3,11,2,2,,31/01/2018,
3315882134,10028973,1,5,1,1,4,2,1,1,3,2,,,16/03/2019,
3315728989,10004926,1,5,1,1,1,1,1,3,18,2,2,2,31/08/2018,
3315911372,10004007,1,6,1,1,4,1,1,3,12,1,,,04/01/2018,
3315799002,10004458,1,5,1,1,4,1,1,3,12,1,,,17/01/2018,
3315481575,10020236,1,5,1,1,4,1,1,1,1,2,2,2,04/01/2018,
3216516510,10031947,1,5,1,1,4,1,1,3,14,1,2,2,15/02/2018,
3216072832,10031615,1,2,1,1,9,1,6,1,5,2,2,2,06/05/2018,
3216476070,10031727,1,6,1,1,9,2,6,3,8,1,2,2,09/01/2019,
3216464496,10031597,1,1,1,1,9,1,6,3,14,2,2,2,02/05/2018,
3315404899,10031194,1,2,1,1,5,1,2,3,26,2,2,2,06/03/2019,
3315132777,10031481,1,6,1,1,4,2,1,3,21,2,2,2,19/02/2019,
3315152885,10031196,1,5,1,1,4,1,1,3,21,1,2,2,23/04/2018,
3315662849,10031397,1,3,1,1,5,1,2,3,26,2,2,2,13/04/2019,
3316819470,10033728,1,2,1,1,6,1,6,3,26,2,2,2,13/06/2018,
3315062899,10028760,1,5,1,1,4,1,1,3,21,2,2,,27/03/2018,
3315556445,10028765,1,5,1,1,4,1,1,3,21,2,2,,04/04/2019,
3315486484,10028766,1,4,1,1,8,1,6,3,21,2,2,,23/04/2019,
3315449953,10016711,1,3,1,1,8,1,6,3,19,2,2,,14/08/2018,
3315297651,10026260,1,5,1,1,4,1,1,3,8,2,2,2,07/02/2018,
3216061765,10034189,1,4,1,1,4,1,1,3,15,2,,,04/01/2018,
3216714684,10033237,1,6,1,1,4,1,1,3,15,2,2,2,28/02/2018,
3216222437,10034507,1,2,1,1,4,1,1,1,2,2,,,16/05/2018,
3216859689,10033135,1,6,1,1,7,1,2,1,3,2,2,2,10/02/2018,
3216264773,10035094,1,4,1,1,4,1,1,3,14,2,,,13/03/2019,
3216921775,10035278,1,5,1,1,1,1,1,1,3,2,,,26/04/2019,
3216993585,10035302,1,6,1,1,8,1,1,3,15,2,,,22/03/2019,
3315194233,10017828,1,4,1,1,4,1,6,1,3,2,2,2,08/11/2018,
3216246592,10035008,1,3,1,1,7,1,6,1,2,2,1,1,15/03/2019,
3216759557,10035056,1,6,1,1,1,2,1,3,8,2,2,2,21/02/2018,
3315527793,10003357,1,5,1,1,4,1,1,3,22,2,2,2,04/04/2019,
3315823180,10001262,1,5,1,1,1,1,1,1,4,2,2,2,23/02/2018,
3315751224,10000827,1,5,1,1,12,1,2,1,5,1,1,1,08/03/2019,
3315782146,10003055,1,2,1,1,5,1,2,3,22,2,2,2,04/01/2018,
3216029372,10036110,1,6,1,1,4,1,1,3,14,2,,,04/01/2018,
3315579718,10018603,1,5,1,1,1,1,1,3,13,2,2,2,04/01/2019,
3315404565,10018566,1,5,1,1,5,1,6,3,13,2,1,2,04/01/2018,
3315844010,10020128,1,5,1,2,5,2,1,3,12,2,2,2,29/01/2018,
3315582655,10020123,1,3,1,1,5,2,2,3,12,2,2,2,30/01/2018,
3315509981,10023633,1,4,1,1,9,1,6,3,12,2,2,2,12/03/2019,
3315551104,10023601,1,5,1,1,9,2,1,3,14,2,2,2,02/05/2018,
3315837826,10023045,1,2,1,1,12,1,6,3,11,1,1,1,19/04/2019,
3315837826,10023045,2,2,1,1,9,1,6,3,11,1,2,2,19/04/2019,
3315627674,10024318,1,1,1,1,1,1,6,3,12,2,2,2,26/03/2019,
3315414548,10002414,1,5,1,1,7,2,1,3,11,2,2,2,04/01/2018,
3315263764,10009191,1,6,1,1,5,2,1,1,1,2,2,2,13/03/2019,
3315217822,10003879,1,5,1,1,9,1,1,3,11,2,1,1,02/05/2018,
3315537411,10002869,1,2,1,1,9,1,6,3,14,1,2,2,02/05/2018,
3315979306,10004064,1,2,1,1,9,1,6,3,14,1,2,2,16/10/2018,
3315986214,10002837,1,5,1,1,5,2,1,3,11,2,2,2,11/01/2018,
3315174266,10002209,1,3,1,1,9,1,2,3,14,2,1,1,02/05/2018,
3315667924,10002172,1,5,1,1,9,2,1,3,11,2,2,2,02/05/2018,
3315223960,10002217,1,5,1,1,5,2,1,1,2,2,1,1,04/01/2018,
3315375751,10003291,1,2,1,1,9,1,6,3,14,1,2,2,02/05/2018,
3315037131,10004941,1,4,1,1,4,2,1,3,14,1,2,2,24/03/2018,
3315879907,10012478,1,3,1,1,9,2,6,3,14,2,2,2,02/05/2018,
3315775445,10029465,1,4,1,1,7,1,2,1,2,2,1,2,04/03/2019,
3315268602,10030242,1,5,1,1,5,2,2,3,8,2,2,2,21/01/2019,
3315888072,10030250,1,5,1,1,5,2,1,1,4,2,,,04/01/2018,
3315434571,10031823,1,4,1,1,5,1,2,3,13,1,,,05/05/2018,
3315579808,10031053,1,5,1,1,8,1,6,1,5,2,,,04/01/2018,
3315625967,10031061,1,3,1,1,7,1,1,1,2,2,,,02/04/2019,
3315728732,10030587,1,3,1,1,4,1,1,1,2,2,,,04/01/2018,
3315940361,10031084,1,3,1,1,11,1,6,3,11,2,2,2,26/03/2019,
3315090022,10031822,1,4,1,1,1,1,3,3,11,1,,,26/09/2017,
3216956389,10032293,1,3,1,1,9,1,6,3,8,1,,,02/05/2018,
3315587515,10004880,1,4,1,1,4,1,1,3,8,2,2,2,05/02/2018,
3315796900,10004520,1,5,1,1,5,1,1,3,8,2,,,11/09/2018,
3315443298,10005017,1,1,1,1,4,1,2,3,8,2,,,04/05/2018,
3315980525,10004195,1,3,1,1,2,1,1,3,8,2,,,01/02/2018,
3315255477,10005613,1,5,1,1,2,1,1,3,8,2,,,08/04/2019,
3315706844,10027678,1,5,1,1,2,2,1,1,3,2,2,2,23/03/2019,
3316850097,10033718,1,5,1,1,4,1,1,1,3,2,2,2,10/09/2018,
3316962476,10032880,1,5,1,1,4,1,1,1,5,2,2,2,16/02/2018,
3316635417,10032878,1,4,1,1,5,1,6,1,4,2,1,,04/01/2018,
3315928440,10009056,1,6,1,1,1,2,1,1,3,1,2,2,27/02/2018,
3315783359,10006942,1,5,1,1,5,2,1,1,3,1,2,2,04/01/2018,
3315286578,10023768,1,3,1,1,1,1,1,1,3,2,2,2,13/04/2019,
3216514616,10032050,1,5,1,1,4,1,1,3,14,2,2,2,25/02/2018,
3216753109,10032963,1,6,1,1,4,1,1,3,18,2,2,2,15/02/2018,
3216030932,10033125,1,2,1,1,9,1,6,3,18,1,2,2,02/05/2018,
3315243442,10004810,1,5,1,1,4,1,1,3,12,1,2,2,04/01/2018,
3216390209,10031842,1,2,1,1,10,1,6,3,14,1,2,2,04/01/2019,
3315786143,10018626,1,6,1,1,3,2,1,3,21,1,2,,15/01/2018,
3315536174,10018722,1,6,1,1,4,2,1,3,21,2,2,2,04/01/2019,
3315991688,10017579,1,3,1,1,9,1,6,3,21,2,2,,02/05/2018,
3315660856,10016215,1,5,1,1,4,2,1,3,13,2,,,05/03/2019,
3315260418,10004603,1,4,1,1,9,1,6,3,14,2,2,2,17/08/2018,
3315465934,10014514,1,2,1,1,4,1,2,3,14,2,2,2,10/04/2019,
3315663035,10020505,1,4,1,1,10,1,2,3,15,2,2,2,02/05/2018,
3315130137,10020432,1,1,1,1,2,1,1,3,15,2,2,2,14/03/2019,
3315193070,10025087,1,3,1,1,1,1,1,3,13,2,2,2,04/01/2018,
3216170886,10033874,1,5,1,1,6,1,1,3,13,2,2,2,22/04/2019,
3315308430,10009000,1,1,1,1,9,1,6,1,5,2,,,20/03/2019,
3315059251,10010773,1,5,1,1,1,2,1,3,8,2,,,20/03/2019,
3216360491,10034666,1,5,1,1,5,1,2,3,14,2,2,2,04/01/2018,
3216784251,10034672,1,5,1,1,1,2,1,3,13,2,2,2,25/05/2018,
3216784251,10034672,2,4,1,1,10,1,6,3,13,1,2,2,02/05/2018,
3216441323,10034494,1,6,1,1,2,2,1,3,13,2,2,2,04/01/2018,
3216873817,10034573,1,6,1,1,3,2,1,3,15,2,2,2,24/04/2019,
3216771474,10044618,1,5,1,,4,2,1,3,13,2,2,2,24/05/2018,
3315531366,10029224,1,2,1,1,9,1,6,1,4,2,1,2,25/04/2019,
3315695919,10017818,1,5,1,1,4,2,1,1,3,1,2,2,01/02/2018,
3315961990,10017922,1,6,1,1,4,1,1,1,3,2,2,2,04/01/2018,
3315153870,10017768,1,5,1,1,4,1,1,1,3,2,2,,15/04/2019,
3315392848,10017950,1,5,1,1,1,2,1,1,3,2,2,2,04/01/2018,
3315603337,10017869,1,5,1,1,4,1,1,1,3,2,2,2,27/09/2017,
3315368655,10017819,1,3,1,1,4,2,1,1,3,2,2,2,16/08/2018,
3315567179,10017863,1,5,1,1,4,1,1,1,3,2,2,2,17/03/2019,
3315798769,10017740,1,5,1,1,4,1,1,1,3,2,2,2,03/07/2018,
3315418556,10025468,1,5,1,1,4,1,1,1,3,2,2,2,28/01/2019,
3315088673,10029035,1,4,1,1,4,1,1,1,4,2,2,2,02/05/2018,
3315701159,10001221,1,6,1,1,4,2,1,3,13,1,2,2,23/04/2019,
3315817049,10020484,1,5,1,1,4,2,1,3,40,2,2,2,18/02/2019,
3216932892,10032914,1,4,1,1,4,1,1,3,14,2,2,2,04/01/2018,
3216087651,10034430,1,6,1,1,4,1,1,3,8,2,2,2,20/02/2019,
3216170799,10034078,1,5,1,1,4,1,1,1,3,2,2,2,27/02/2019,
3315091356,10023887,1,2,1,1,5,1,6,3,14,2,2,2,15/04/2018,
3315063734,10023848,1,6,1,1,1,2,1,3,11,2,2,2,06/01/2019,
3315476422,10023925,1,5,1,1,5,2,1,1,4,2,2,2,22/02/2019,
3315564753,10024372,1,4,1,1,4,2,1,1,1,1,2,2,06/03/2019,
3315923431,10024731,1,2,1,1,4,1,6,3,12,2,2,2,13/02/2019,
3315016060,10024410,1,3,1,1,9,1,2,3,14,2,2,2,28/07/2018,
3315097856,10023892,1,6,1,1,9,1,1,3,13,2,2,2,11/03/2019,
3315314729,10024371,1,4,1,1,9,2,6,1,1,2,1,1,23/05/2018,
3315250428,10024400,1,5,1,1,5,2,1,3,14,2,2,2,30/01/2018,
3216867089,10032105,1,3,1,1,5,1,1,1,2,2,2,2,04/01/2018,
3216352220,10032000,1,2,1,1,7,1,2,3,11,2,1,1,26/04/2019,
3216023173,10035423,1,4,1,1,9,1,6,3,14,2,1,2,02/05/2018,
3216296775,10035424,1,3,1,1,9,1,6,3,8,2,,,19/03/2019,
3315806895,10000669,1,1,1,1,5,1,6,1,5,2,2,,17/07/2018,
3315762766,10010267,1,6,1,1,9,1,1,1,2,1,1,,15/11/2018,
3315735455,10026656,1,3,1,1,9,1,6,3,13,2,,,02/05/2018,
3315970231,10026819,1,2,1,1,9,1,6,3,12,2,2,2,02/05/2018,
3315510483,10026657,1,6,1,1,4,1,3,3,12,2,,,11/03/2019,
3315954129,10031699,1,6,1,1,4,2,3,3,11,2,2,,22/02/2018,
3315005330,10031514,1,2,1,1,9,1,2,3,11,2,,,02/05/2018,
3316997225,10032670,1,3,1,1,9,1,2,1,6,2,2,,02/05/2018,
3315549095,10003138,1,6,1,1,4,1,3,1,6,1,,,09/02/2018,
3315567894,10022851,1,5,1,1,2,1,1,3,15,2,2,2,22/02/2019,
3315070600,10022668,1,6,1,1,4,1,1,3,15,2,2,2,23/04/2018,
3315110220,10022631,1,5,1,1,3,1,1,3,15,2,2,2,26/02/2018,
3216741606,10030488,1,3,1,1,9,1,2,3,14,2,2,2,02/05/2018,
3216142272,10030416,1,2,1,1,9,1,6,3,15,2,2,2,24/07/2018,
3216761785,10029993,1,6,1,1,5,1,1,3,15,2,2,2,16/04/2018,
3216238504,10034262,1,5,1,1,4,1,1,1,2,2,,,14/04/2019,
3216905453,10031837,1,6,1,1,4,1,1,1,2,1,2,2,13/02/2019,
3216120691,10032945,1,6,1,1,4,1,1,3,12,2,2,2,24/02/2018,
3216512215,10031415,1,3,1,1,4,2,1,3,21,2,2,,22/04/2019,
3315966452,10029517,1,3,1,1,3,1,2,1,6,2,2,,20/03/2018,
3315219778,10022518,1,1,1,1,8,1,6,1,4,2,2,2,02/03/2019,
3315991509,10022038,1,1,1,1,12,1,4,1,5,2,1,1,02/05/2018,
3315486741,10007259,1,6,1,1,4,1,1,1,4,2,2,2,03/03/2018,
3315170382,10008133,1,5,1,1,4,1,1,3,8,2,2,2,04/01/2018,
3315887415,10009313,1,6,1,1,4,1,1,3,13,2,2,2,04/02/2019,
3315726665,10008766,1,5,1,1,4,1,1,3,8,2,2,2,27/01/2018,
3315388253,10006853,1,6,1,1,4,1,1,3,8,2,2,2,04/01/2019,
3315313593,10006292,1,5,1,1,4,1,1,1,1,2,2,2,21/02/2018,
3315416738,10006466,1,4,1,1,4,1,1,3,8,2,2,2,01/02/2018,
3315582353,10005322,1,5,1,1,4,1,1,3,15,2,,,11/02/2019,
3315043054,10001935,1,5,1,1,4,1,1,1,5,2,2,2,12/05/2018,
3216246450,10036314,1,5,1,1,4,1,1,3,18,2,2,2,18/02/2019,
3315391037,10014267,1,6,1,1,1,1,1,3,40,2,2,2,06/03/2019,
3315905583,10014576,1,3,1,1,9,1,1,1,1,2,2,2,04/04/2019,
3315555654,10014218,1,4,1,1,5,1,6,1,4,2,1,2,22/08/2018,
3315355173,10014391,1,5,1,1,9,1,6,1,4,2,1,2,02/05/2018,
3315230630,10014553,1,4,1,1,9,1,6,3,12,1,2,2,04/01/2019,
3216187786,10034076,1,4,1,1,9,1,6,3,14,1,1,2,02/05/2018,
3216085001,10034702,1,1,1,1,9,1,6,1,1,2,2,2,12/02/2019,
3315345532,10000825,1,3,1,1,1,2,1,1,3,1,,,03/10/2018,
3216587423,10034782,1,2,1,1,4,2,2,1,5,2,2,2,14/03/2019,
3315512367,10023715,1,5,1,1,4,1,1,3,11,2,2,2,04/01/2018,
3315363595,10029703,1,4,1,1,7,1,2,3,26,2,2,,13/04/2019,
3315322302,10005994,1,5,1,1,4,1,3,1,5,1,,,11/04/2019,
3315454610,10005541,1,2,1,1,9,1,2,3,8,1,2,2,11/04/2019,
3315525665,10011083,1,4,1,1,4,2,1,3,8,2,2,,28/02/2018,
3315442541,10008742,1,2,1,1,1,2,1,3,8,2,2,,05/04/2019,
3315264300,10010707,1,2,1,2,1,1,1,1,4,2,2,,10/03/2019,
3315910877,10013507,1,3,1,1,2,2,1,3,8,2,2,,10/04/2019,
3315317036,10013447,1,3,1,1,4,2,1,3,8,2,2,,29/06/2018,
3315921158,10018392,1,2,1,1,1,2,1,1,3,2,2,2,07/02/2019,
3315573102,10018359,1,2,1,1,1,2,1,1,3,2,2,2,04/01/2018,
3315428581,10018481,1,5,1,1,1,2,1,1,3,2,2,2,04/01/2018,
3315467423,10018464,1,2,1,1,4,1,1,1,2,1,2,2,04/03/2018,
3315209026,10018507,1,5,1,1,1,2,1,1,3,2,2,2,04/01/2018,
3315139974,10018454,1,6,1,1,4,2,1,1,3,2,2,2,25/03/2019,
3315993136,10018522,1,6,1,1,1,2,1,1,3,2,2,2,31/01/2019,
3315629821,10018326,1,5,1,1,1,2,1,1,3,2,2,2,31/01/2019,
3315614611,10017610,1,4,1,1,1,2,1,1,3,2,2,2,31/01/2019,
3315534269,10018506,1,4,1,1,4,2,1,1,3,2,2,2,31/01/2019,
3315064858,10018471,1,1,1,1,1,1,1,1,3,2,2,2,27/02/2018,
3315150985,10028495,1,5,1,1,2,1,1,1,3,2,2,2,30/03/2019,
3315072094,10028492,1,3,1,1,2,2,1,1,3,2,2,2,31/12/2018,
3216687998,10036116,1,6,1,2,4,1,1,3,8,2,2,2,03/03/2019,
3216080466,10036202,1,6,1,1,4,1,1,3,24,2,2,2,11/01/2018,
3216377567,10031653,1,3,1,1,4,2,1,3,21,2,2,,14/06/2018,
3315101781,10025575,1,3,1,1,2,1,1,3,15,2,2,2,04/04/2017,
3315561631,10016717,1,5,1,1,4,1,2,1,1,2,2,2,09/11/2018,
3216446532,10034041,1,3,1,1,4,2,1,3,15,1,2,2,04/01/2018,
3315711464,10013357,1,6,1,1,4,1,1,3,8,2,2,2,27/01/2018,
3316647626,10033323,1,5,1,1,6,1,1,3,13,2,2,2,04/12/2018,
3315953509,10002825,1,4,1,1,2,2,1,3,15,2,2,2,06/01/2019,
3216228349,10034426,1,3,1,1,9,1,6,3,29,1,2,2,02/05/2018,
3216623266,10034360,1,6,1,1,4,2,1,3,29,2,2,2,09/03/2018,
3216435223,10035547,1,6,1,1,4,1,1,3,13,2,2,2,04/04/2019,
3315796888,10009804,1,4,1,1,1,1,1,3,13,2,,,27/04/2019,
3315461956,10015557,1,3,1,1,4,1,1,3,11,2,2,2,02/02/2018,
3216110513,10035544,1,1,1,1,1,1,1,3,13,2,2,2,04/01/2018,
3315558774,10020116,1,6,1,1,2,1,1,1,4,2,2,2,22/05/2018,
3315026219,10020130,1,5,1,1,5,1,1,3,12,2,2,2,05/04/2018,
3315361977,10020168,1,5,1,1,4,1,1,3,12,2,2,2,04/01/2018,
3315626304,10029482,1,2,1,1,5,1,6,1,4,2,1,2,25/10/2017,
3315174718,10030238,1,4,1,1,8,1,2,3,12,2,1,1,23/04/2018,
3315995298,10030241,1,3,1,1,9,1,6,3,12,2,1,2,02/05/2018,
3315121429,10030286,1,3,1,1,5,1,2,1,3,2,2,2,06/03/2019,
3315193010,10007762,1,4,1,1,4,1,1,3,43,2,,,11/04/2019,
3315245399,10007529,1,3,1,1,5,1,5,3,13,1,,,09/02/2018,
3216550743,10035626,1,6,1,1,4,2,1,3,29,2,2,2,04/01/2018,
3216607438,10035627,1,6,1,1,4,2,1,1,4,2,2,2,25/03/2019,
3315821417,10017800,1,5,1,1,4,1,1,1,5,2,2,2,25/10/2018,
3315998878,10000986,1,5,1,1,10,1,2,3,27,1,2,1,20/02/2019,
3315146242,10011395,1,6,1,1,4,1,2,3,8,2,1,,21/10/2018,
3315586886,10011328,1,5,1,1,4,1,1,3,12,2,,,13/08/2018,
3315282733,10010238,1,3,1,1,1,2,1,1,1,1,,,04/01/2018,
3315671647,10011426,1,5,1,1,6,1,1,3,8,1,,,11/03/2019,
3315645131,10029672,1,3,1,1,8,1,2,3,26,1,,,05/03/2019,
3315355158,10020231,1,5,1,1,4,2,1,3,26,2,2,2,07/04/2019,
3315588763,10029710,1,2,1,1,9,1,6,3,26,2,1,2,02/05/2018,
3315730764,10023212,1,5,1,1,4,2,1,3,13,2,,,04/01/2018,
3315817122,10012905,1,6,1,1,4,1,1,3,43,2,,,14/03/2019,
3315214093,10005393,1,6,1,1,4,2,1,3,8,2,2,2,04/01/2019,
3315716801,10004747,1,4,1,1,4,1,9,3,13,2,1,1,10/11/2018,
3315487752,10004473,1,5,1,1,4,2,1,3,8,2,2,2,15/03/2019,
3315869377,10014767,1,2,1,1,10,1,1,1,4,2,1,1,06/04/2019,
3315894372,10016880,1,2,1,1,9,1,6,1,2,2,1,1,02/05/2018,
3315188882,10026182,1,5,1,1,4,2,1,3,18,1,,,04/01/2018,
3315293432,10011533,1,2,1,1,9,2,2,3,11,1,2,2,13/11/2018,
3315843733,10011184,1,4,1,1,4,1,2,3,13,1,2,2,16/02/2019,
3315758491,10026328,1,6,1,1,4,2,1,3,14,2,2,2,03/10/2017,
3315961221,10025196,1,2,1,1,9,1,6,3,8,2,2,2,27/09/2018,
3315302861,10024939,1,1,1,1,9,1,6,3,11,2,2,2,02/05/2018,
3315703772,10029324,1,4,1,1,9,1,2,3,14,2,2,2,04/01/2019,
3315128298,10028690,1,5,1,1,4,1,1,3,14,2,2,2,09/08/2018,
3315933736,10027374,1,5,1,1,6,1,2,3,18,2,2,2,21/04/2018,
3315554546,10027415,1,2,1,1,9,1,6,3,14,2,2,,06/03/2019,
3315732706,10013475,1,3,1,1,4,2,1,3,8,2,2,,17/03/2019,
3315767757,10028485,1,5,1,1,1,2,1,1,3,2,2,2,04/01/2018,
3315671973,10029669,1,5,1,1,2,2,1,1,3,2,2,2,04/01/2018,
3315093626,10029682,1,5,1,1,4,2,1,1,3,2,2,2,05/04/2019,
3315741431,10029673,1,5,1,1,2,2,1,1,3,2,2,2,04/01/2018,
3315288364,10010405,1,4,1,1,9,1,6,3,8,2,1,2,18/07/2018,
3315242292,10011290,1,5,1,1,9,1,2,1,2,1,2,1,02/05/2018,
3315827769,10011293,1,1,1,1,9,1,5,3,14,1,,,02/05/2018,
3315254942,10030008,1,2,1,1,9,1,6,3,8,2,2,2,03/04/2019,
3315764232,10002284,1,5,1,1,2,1,8,3,31,1,2,2,04/02/2019,
3315731903,10008235,1,3,1,1,4,2,6,3,14,2,1,1,17/04/2019,
3315714550,10024391,1,5,1,1,4,1,1,1,5,1,2,2,29/01/2019,
3315033755,10024268,1,5,1,1,9,1,6,1,4,1,1,1,02/05/2018,
3315393412,10026335,1,5,1,1,1,2,1,1,5,2,2,2,07/04/2018,
3315659285,10000730,1,1,1,1,9,1,6,3,14,2,2,2,02/05/2018,
3315360958,10005876,1,4,1,1,4,1,1,1,5,2,2,2,13/04/2019,
3315242024,10015634,1,6,1,1,4,1,1,1,5,2,2,2,04/01/2019,
3315977650,10008129,1,5,1,1,4,2,1,3,13,2,2,2,11/04/2019,
3315627235,10029159,1,5,1,1,5,1,1,1,2,2,2,2,09/02/2018,
3315005637,10030910,1,4,1,1,5,1,6,1,6,1,2,2,04/01/2018,
3315663014,10002814,1,5,1,1,4,1,1,3,22,2,2,2,04/01/2018,
3315865126,10000816,1,6,1,1,2,1,2,3,13,2,2,2,04/01/2018,
3315171012,10022875,1,5,1,1,7,1,1,1,3,2,2,2,13/02/2018,
3315054746,10020411,1,1,1,1,4,1,6,1,3,2,2,2,08/03/2019,
3315510319,10020018,1,5,1,1,4,1,1,3,13,2,2,2,17/02/2018,
3315313527,10020401,1,1,1,1,4,1,1,1,3,2,2,2,25/04/2019,
3315127095,10020051,1,4,1,1,4,1,1,3,22,2,2,2,04/01/2018,
3315634077,10020076,1,5,1,1,4,1,1,3,13,2,2,2,29/12/2018,
3315818697,10022896,1,4,1,1,6,1,6,3,13,2,2,2,20/12/2018,
3315616847,10020462,1,1,1,1,4,1,1,1,4,2,2,2,04/01/2019,
3315036451,10020470,1,1,1,1,4,1,1,3,13,2,2,2,05/02/2018,
3315450421,10018018,1,5,1,1,4,1,1,3,14,2,,,15/01/2018,
3315061810,10017948,1,5,1,1,3,1,2,1,2,2,,,28/05/2018,
3315110330,10025299,1,6,1,1,3,1,1,3,14,2,,,20/02/2018,
3315177360,10025283,1,6,1,1,4,1,1,1,5,2,2,2,13/04/2019,
3315453822,10011317,1,2,1,1,9,1,6,3,8,1,1,1,02/05/2018,
3315810372,10011555,1,3,1,1,10,1,6,3,18,1,1,1,02/05/2018,
3315863295,10011888,1,5,1,1,5,1,1,3,18,1,1,1,13/04/2019,
3315575574,10011677,1,2,1,1,9,1,6,3,8,2,2,2,17/04/2019,
3315667325,10013289,1,6,1,1,1,1,1,3,13,2,1,,07/03/2019,
3315979135,10012094,1,3,1,1,11,1,2,3,18,1,1,,02/05/2018,
3315394204,10012212,1,5,1,1,4,1,1,3,18,1,2,2,14/01/2018,
3315435320,10013497,1,4,1,1,9,1,6,3,8,1,2,1,20/02/2019,
3315669383,10012346,1,3,1,1,9,1,6,3,8,1,1,,15/03/2019,
3315538529,10013558,1,5,1,1,1,1,1,1,1,2,,,13/03/2019,
3315275902,10012215,1,5,1,1,5,1,1,3,8,1,,,12/02/2019,
3315190379,10012504,1,5,1,1,7,1,1,3,18,1,2,2,07/04/2018,
3315420097,10012052,1,2,1,1,10,1,6,3,8,1,1,1,25/07/2018,
3315077923,10029726,1,3,1,1,4,2,1,3,26,2,2,,08/04/2019,
3315070902,10023108,1,2,1,1,4,2,1,3,14,2,,,20/03/2019,
